chr_snp	Chromosome	SNP	Env	BF	empirical_p	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110
CE10_chr7_41245070	CE10_chr7	41245070	2	11.77998094	0.001839139731492967	16	2	8	0	7	7	9	1	12	2	14	6	15	1	7	1	14	4	10	8	7	13	20	0	22	0	18	2	20	0	13	1	15	3	9	1	8	0	4	0	6	4	6	2	12	0	17	3	19	1	5	3	2	2	1	1	6	2	4	0	2	0	12	2	14	6	14	4	9	7	14	4	17	3	4	0	12	8	7	3	4	4	10	8	5	5	4	0	6	2	16	0	4	6	14	0	15	5	0	6	2	0	2	2	4	2	2	0	11	9
CE10_chr7_41247518	CE10_chr7	41247518	2	11.81157424	0.0018303289259210542	15	3	9	1	7	7	7	3	12	0	4	14	14	2	7	1	4	14	3	13	5	15	20	0	20	2	15	5	18	2	10	2	16	2	5	5	8	0	2	0	8	2	7	1	8	4	15	5	17	3	5	1	2	2	1	1	8	0	3	1	1	1	3	11	9	9	18	2	0	14	5	13	10	10	2	2	12	8	2	6	3	3	10	10	2	6	4	0	3	5	13	3	2	8	6	8	9	7	0	4	0	2	2	2	4	2	1	1	10	8
CE10_chr7_41247812	CE10_chr7	41247812	2	27.41935571	4.9618747168356236e-5	13	5	9	1	7	7	7	3	13	1	5	15	13	3	8	0	3	15	6	14	4	16	20	0	19	3	15	5	16	2	12	2	16	0	4	6	8	0	3	1	7	1	7	1	6	4	15	5	17	3	8	0	2	2	1	1	8	0	3	1	1	1	3	11	10	8	15	5	1	15	3	15	11	9	1	1	13	7	3	5	3	5	7	11	3	5	4	0	3	5	13	1	3	7	7	7	14	6	0	6	0	2	1	3	3	3	0	0	11	7
CE10_chr7_41247828	CE10_chr7	41247828	2	22.5613667	1.44682702023613e-4	12	6	10	0	7	7	8	2	13	1	4	16	13	3	8	0	3	15	6	14	4	16	20	0	19	3	16	4	16	2	12	2	16	2	4	6	8	0	3	1	7	1	6	2	6	4	16	4	17	3	7	1	2	2	1	1	8	0	3	1	1	1	3	11	8	8	14	6	1	15	3	15	11	9	0	2	13	7	3	7	3	5	8	10	3	5	4	0	3	5	11	1	3	7	7	7	13	5	0	6	0	2	1	3	3	3	0	0	10	8
CE10_chr7_41248090	CE10_chr7	41248090	2	13.0425642	0.0013656748636527993	14	4	10	0	8	6	7	3	13	1	4	14	11	5	7	1	3	15	3	13	5	15	20	0	19	3	15	5	18	2	9	3	16	2	3	7	8	0	3	1	9	1	3	5	7	5	15	5	18	2	7	1	2	2	2	0	8	0	4	0	1	1	10	4	7	13	17	3	1	15	3	13	10	10	0	2	12	8	4	4	3	5	7	13	3	5	3	1	2	6	15	1	2	8	6	8	13	7	0	4	0	2	1	3	3	3	2	0	11	7
CE10_chr7_41248301	CE10_chr7	41248301	2	10.3889203	0.0025773924931009606	15	3	10	0	7	7	7	3	12	0	4	16	12	4	7	1	3	13	6	14	7	13	20	0	18	2	16	4	17	3	10	2	16	2	4	6	6	0	2	2	8	0	6	2	7	5	16	4	17	3	7	1	3	1	1	1	8	0	4	0	1	1	12	2	8	10	17	3	1	15	4	14	10	10	2	0	13	7	3	7	3	5	8	12	3	7	3	1	3	5	12	2	1	7	5	9	13	7	0	6	0	2	1	3	3	3	2	0	11	9
CE10_chr7_41251230	CE10_chr7	41251230	2	13.19872048	0.0013155923898753308	12	6	8	0	6	8	7	3	12	2	4	16	9	5	7	1	3	13	6	14	7	13	20	0	14	4	15	5	18	2	12	2	16	2	4	6	8	0	3	1	9	1	6	2	7	5	16	4	17	3	7	1	3	1	1	1	8	0	4	0	2	0	11	3	8	12	13	5	1	15	4	12	8	8	3	1	12	8	4	6	3	5	8	12	3	7	3	1	3	5	13	3	3	7	5	9	12	8	0	4	0	2	0	2	4	2	1	1	11	9
CE10_chr7_41251950	CE10_chr7	41251950	2	15.38847998	7.948274079120354e-4	14	4	9	1	5	9	7	3	13	1	4	16	10	4	8	0	3	15	4	16	6	14	20	0	20	2	14	6	17	3	9	5	16	2	4	6	8	0	2	0	8	2	6	2	8	4	16	4	17	3	6	2	3	1	2	0	8	0	3	1	2	0	12	2	12	8	16	4	1	15	6	12	12	8	3	1	13	7	2	8	4	4	8	12	3	5	3	1	4	4	13	3	3	7	5	9	12	8	0	4	0	2	1	3	4	2	0	0	8	10
CE10_chr7_41252062	CE10_chr7	41252062	2	26.01452515	6.724035831229269e-5	13	5	9	1	6	8	7	3	12	2	4	16	12	4	7	1	3	15	4	16	8	12	20	0	18	4	12	6	16	2	9	1	16	2	4	6	8	0	2	0	6	2	7	1	6	6	16	4	17	3	6	2	3	1	2	0	8	0	3	1	1	1	12	2	10	10	16	4	1	15	3	15	12	8	3	1	11	9	3	7	3	5	8	12	3	7	3	1	4	4	13	3	3	7	6	8	11	7	0	6	0	0	0	0	3	1	1	1	10	6
CE10_chr7_41252172	CE10_chr7	41252172	2	16.99163684	5.439513124159134e-4	14	4	9	1	8	6	8	2	13	1	4	16	11	5	7	1	3	11	3	15	8	12	20	0	17	5	15	5	18	2	10	4	16	2	4	6	8	0	3	1	9	1	6	2	7	5	16	4	17	3	6	2	2	2	2	0	8	0	3	1	1	1	10	4	10	8	16	4	1	15	4	14	12	8	3	1	12	8	3	7	2	4	8	12	1	9	4	0	3	5	13	3	1	7	5	9	11	9	0	6	0	0	1	1	3	1	1	1	13	7
CE10_chr7_41252723	CE10_chr7	41252723	2	14.68612961	9.209610455737094e-4	14	4	9	1	6	6	7	3	12	2	3	17	11	5	7	1	3	13	4	12	8	12	20	0	18	4	15	5	17	3	9	5	16	2	4	6	6	0	2	0	10	0	7	1	8	4	16	4	17	3	6	2	2	2	2	0	8	0	2	2	1	1	11	3	10	10	14	6	1	15	4	10	10	8	2	2	12	8	1	9	3	5	8	12	5	5	4	0	3	5	15	1	2	8	6	8	13	7	0	6	0	2	1	3	4	2	1	1	13	7
CE10_chr7_41252983	CE10_chr7	41252983	2	11.21976177	0.002097899179342999	12	6	9	1	8	6	7	3	12	2	3	15	12	4	6	2	3	13	6	12	6	12	20	0	16	6	15	5	18	2	12	2	16	0	4	6	8	0	4	0	9	1	5	3	7	5	15	5	18	2	6	2	2	2	2	0	8	0	3	1	2	0	11	3	12	8	14	6	1	15	3	11	10	8	3	1	13	7	4	6	3	5	8	12	1	9	3	1	3	5	13	3	1	5	6	8	12	8	0	6	0	2	2	2	5	1	0	2	11	9
CE10_chr7_41253054	CE10_chr7	41253054	2	16.37017811	6.339142745716009e-4	14	4	10	0	9	5	7	3	13	1	3	15	12	4	7	1	3	13	8	12	6	12	20	0	16	6	13	5	17	3	8	2	14	2	4	6	8	0	4	0	8	2	6	2	6	6	15	5	18	2	6	2	2	2	0	0	8	0	3	1	2	0	11	3	11	9	13	5	1	15	4	12	11	9	3	1	12	8	3	5	3	5	8	12	1	7	3	1	3	5	13	3	1	7	4	8	13	7	0	6	0	2	2	2	5	1	0	2	10	8
CE10_chr7_41253384	CE10_chr7	41253384	2	11.90279488	0.0017964768834604072	14	4	10	0	8	6	7	3	12	2	4	16	12	4	7	1	3	15	3	15	6	14	20	0	17	5	14	6	16	2	12	2	16	2	4	6	8	0	3	1	8	2	6	2	7	5	16	4	18	2	5	3	2	2	1	1	8	0	3	1	1	1	10	2	10	10	16	4	1	15	6	12	13	7	3	1	13	7	3	7	3	5	10	10	2	8	3	1	3	5	14	2	3	7	4	8	12	6	0	6	0	0	1	3	3	1	1	1	11	9
CE10_chr7_41253625	CE10_chr7	41253625	2	21.09673905	2.1748777964458732e-4	12	2	10	0	7	1	6	2	14	0	4	10	12	4	7	1	3	7	6	8	5	7	20	0	15	5	14	4	14	0	6	0	14	0	3	5	8	0	4	0	8	0	6	2	6	4	12	2	19	1	5	1	0	0	2	0	8	0	3	1	2	0	11	1	6	2	15	1	0	12	2	10	13	3	3	1	11	3	4	6	3	5	6	8	2	2	4	0	4	4	10	0	3	7	2	6	9	3	0	4	0	0	3	1	4	0	0	0	10	6
CE10_chr7_41253864	CE10_chr7	41253864	2	21.88140703	1.7528865822091788e-4	14	4	8	0	7	5	7	3	12	2	4	14	11	3	7	1	3	15	6	14	5	11	20	0	17	3	13	7	16	2	9	3	16	2	4	6	8	0	3	1	8	2	7	1	6	6	15	5	15	3	6	2	4	0	1	1	8	0	4	0	1	1	12	2	11	9	14	6	2	14	6	12	10	8	2	2	12	6	2	6	3	5	8	12	4	6	3	1	2	6	12	2	4	4	6	8	14	6	0	6	0	2	1	3	4	2	1	1	9	7
CE10_chr7_41253902	CE10_chr7	41253902	2	12.19880961	0.0016666334329263899	13	5	10	0	6	6	7	3	12	2	5	15	11	5	7	1	3	15	7	11	7	9	20	0	17	5	12	6	16	2	11	3	16	2	4	6	8	0	3	1	8	2	6	2	6	6	13	5	18	2	6	2	3	1	1	1	8	0	4	0	2	0	12	2	11	9	15	5	2	12	5	11	10	8	1	3	14	6	3	7	4	4	8	12	4	4	4	0	3	5	11	3	3	7	6	8	11	9	0	6	0	2	1	3	4	2	0	2	9	9
CE10_chr7_41253919	CE10_chr7	41253919	2	12.04298217	0.0017320188848024554	13	5	10	0	6	6	7	3	12	2	6	14	12	4	7	1	3	15	7	11	7	9	20	0	17	5	13	5	16	2	11	3	16	2	4	6	8	0	3	1	8	2	6	2	6	6	11	5	17	3	6	2	3	1	1	1	8	0	4	0	2	0	12	2	11	9	15	5	2	12	7	11	9	9	1	3	14	6	3	7	4	4	8	12	4	4	4	0	3	5	11	3	3	7	6	8	12	8	0	6	0	2	1	3	4	2	1	1	11	7
CE10_chr7_41253948	CE10_chr7	41253948	2	20.68622821	2.3928293026986847e-4	13	5	10	0	6	8	7	3	12	2	4	14	12	4	8	0	3	15	5	13	8	10	20	0	17	5	14	6	16	4	11	3	16	2	4	6	8	0	3	1	7	3	6	2	5	7	15	5	17	3	6	2	4	0	1	1	8	0	2	0	2	0	10	2	12	8	16	4	1	15	7	11	12	8	1	3	14	6	3	7	3	5	9	11	4	4	4	0	3	5	11	3	2	8	6	8	11	7	0	6	0	2	1	3	4	2	1	1	11	7
CE10_chr7_41265797	CE10_chr7	41265797	2	10.79846616	0.0023292987572590684	11	3	10	0	7	7	7	3	12	2	5	15	11	5	6	0	3	15	7	11	5	15	20	0	16	4	15	5	18	2	12	2	14	2	6	4	8	0	3	1	7	1	6	2	7	5	14	4	17	1	7	1	2	2	1	1	8	0	2	2	1	1	10	2	10	10	13	3	0	14	4	14	9	9	3	1	12	8	3	7	3	5	9	9	3	7	4	0	3	5	14	2	3	7	4	6	10	8	0	6	0	2	0	2	3	1	1	1	11	9
CE10_chr7_41265875	CE10_chr7	41265875	2	20.7274898	2.3696429722463996e-4	11	5	8	0	6	8	7	3	10	2	6	12	10	4	7	1	3	15	7	13	7	13	20	0	17	5	14	4	17	3	12	2	16	2	5	5	8	0	3	1	6	0	6	2	7	5	15	5	16	2	7	1	2	2	1	1	8	0	2	2	2	0	10	4	7	11	13	5	1	15	4	14	8	10	3	1	12	8	1	5	3	5	7	11	3	7	4	0	3	5	13	3	2	8	5	7	13	7	0	6	0	2	1	3	4	2	1	1	11	7
CE10_chr7_41266264	CE10_chr7	41266264	2	12.09574778	0.0017074413745227224	13	5	9	1	7	7	7	3	11	3	4	16	13	3	7	1	3	15	2	16	7	13	20	0	17	5	16	4	18	2	12	2	16	2	5	5	8	0	4	0	7	1	6	2	7	5	15	5	17	3	5	3	2	0	1	1	8	0	3	1	2	0	10	4	12	8	16	4	2	14	4	14	10	8	3	1	12	8	3	7	3	5	6	8	1	7	3	1	3	5	14	2	3	7	7	7	10	10	0	6	0	2	2	2	4	2	0	2	11	9
CE10_chr7_41266405	CE10_chr7	41266405	2	19.27271531	3.320282520798967e-4	16	2	9	1	6	8	7	3	12	2	4	14	11	5	8	0	3	13	5	15	8	12	20	0	17	5	14	4	19	1	10	4	14	2	3	5	8	0	1	1	7	3	5	3	8	4	17	1	17	3	6	2	4	0	2	0	8	0	3	1	2	0	9	5	14	6	15	5	1	15	4	12	10	10	1	1	13	7	3	7	3	5	8	12	4	6	3	1	3	5	12	4	2	6	6	8	11	9	0	6	0	2	2	2	4	2	0	2	13	7
CE10_chr7_41266432	CE10_chr7	41266432	2	16.06873474	6.84924201567072e-4	16	2	9	1	6	8	7	3	12	2	4	16	11	5	8	0	3	13	5	15	7	13	20	0	17	5	14	4	18	2	10	4	14	2	2	6	8	0	1	1	7	3	5	3	7	5	15	3	17	3	6	2	2	0	1	1	8	0	3	1	1	1	9	5	13	7	15	5	1	15	4	14	12	8	1	3	13	7	4	6	3	5	8	12	3	7	3	1	3	5	13	3	2	8	5	9	11	9	0	6	0	2	2	2	4	2	0	2	10	8
CE10_chr7_41266899	CE10_chr7	41266899	2	26.51162305	6.074818578560848e-5	13	5	9	1	7	7	7	3	12	2	4	16	12	4	7	1	3	15	7	13	6	14	20	0	18	4	14	6	17	3	12	2	16	2	3	5	8	0	3	1	9	1	6	2	7	5	14	4	17	1	6	2	2	2	2	0	8	0	4	0	2	0	11	1	10	10	15	5	2	14	5	13	12	8	1	3	11	9	3	7	3	5	8	12	3	7	3	1	3	5	14	2	1	7	5	9	11	9	0	6	0	2	3	1	6	0	0	0	10	10
CE10_chr7_41267041	CE10_chr7	41267041	2	27.42680221	4.9155020559354945e-5	13	5	8	2	8	6	8	2	11	3	4	16	13	1	8	0	3	15	4	16	6	14	20	0	17	5	15	5	18	2	11	3	16	2	5	5	8	0	3	1	9	1	6	2	6	6	15	3	17	3	6	2	2	2	2	0	8	0	4	0	1	1	11	1	12	8	17	3	1	15	4	14	11	5	1	1	12	8	3	7	3	5	9	11	3	7	2	2	4	4	12	2	0	8	4	8	12	8	0	6	0	2	0	2	4	2	0	2	9	11
CE10_chr7_41267688	CE10_chr7	41267688	2	12.91568419	0.0014060190786401305	12	4	8	2	5	9	7	3	11	3	4	14	11	5	7	1	4	14	7	11	7	13	20	0	18	4	14	6	19	1	9	1	16	2	6	2	8	0	2	2	9	1	6	2	6	6	13	3	17	3	6	2	3	1	1	1	8	0	4	0	2	0	9	3	9	11	13	5	1	15	5	13	11	9	3	1	13	7	1	7	3	5	9	9	4	6	4	0	3	5	13	3	2	6	5	9	10	8	0	4	0	2	3	1	5	1	1	1	10	10
CE10_chr7_41267709	CE10_chr7	41267709	2	28.91590046	3.663440211498781e-5	12	4	8	2	6	8	7	3	11	3	4	14	11	5	7	1	4	14	5	11	7	13	20	0	18	4	14	6	18	2	11	1	16	2	6	4	8	0	2	2	9	1	6	2	6	6	13	3	17	3	6	2	3	1	1	1	8	0	4	0	2	0	11	3	9	11	12	4	1	15	5	13	10	8	3	1	13	7	1	7	3	5	8	10	4	6	4	0	3	5	13	3	3	7	4	10	10	8	0	4	0	2	3	1	5	1	1	1	12	8
CE10_chr7_41267876	CE10_chr7	41267876	2	14.68451785	9.21888498791712e-4	14	4	8	2	7	7	7	3	11	3	4	16	12	4	8	0	3	15	6	14	7	13	20	0	17	5	15	5	18	2	12	2	16	2	4	6	8	0	3	1	9	1	5	3	6	6	16	4	18	2	7	1	3	1	1	1	8	0	3	1	2	0	10	4	11	9	16	4	2	14	4	14	9	9	3	1	13	7	3	7	3	5	8	12	2	6	3	1	3	5	13	3	3	7	4	10	11	7	0	6	0	2	1	3	5	1	1	1	12	8
CE10_chr7_41271416	CE10_chr7	41271416	2	22.36831797	1.5488468742275163e-4	13	5	10	0	10	4	8	2	10	4	4	16	0	2	5	1	3	15	3	13	4	14	20	0	16	6	14	4	19	1	8	2	18	0	4	6	8	0	4	0	10	0	5	1	6	6	14	6	17	3	6	2	1	1	1	1	7	1	2	0	1	1	11	3	9	11	4	10	0	14	4	14	4	4	1	1	12	2	2	8	2	2	4	10	4	0	0	0	3	5	7	1	1	9	3	7	12	8	0	6	0	2	0	2	2	0	1	1	5	5
CE10_chr7_42408406	CE10_chr7	42408406	2	36.23624622	6.955899135796528e-6	6	2	4	0	6	4	4	0	3	1	8	2	0	2	0	0	0	0	3	9	2	0	1	11	16	0	12	0	15	1	7	3	4	2	7	1	0	0	1	1	3	1	2	2	10	2	11	1	2	2	0	2	0	0	0	0	5	3	0	0	0	0	2	0	6	4	0	4	0	2	7	7	0	0	0	0	4	0	2	2	0	0	9	3	0	0	0	2	0	2	1	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0
CE10_chr7_42733456	CE10_chr7	42733456	2	33.62869622	1.2056891835254824e-5	17	1	10	0	8	4	8	2	3	9	11	9	16	0	7	1	1	17	6	14	4	16	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	3	1	8	2	5	3	8	4	10	8	13	5	3	5	1	3	0	2	4	4	4	0	2	0	7	7	7	13	8	6	12	2	12	6	14	0	3	1	10	10	6	4	6	2	11	9	0	2	4	0	0	8	12	4	5	5	2	12	8	12	2	4	0	2	1	3	3	3	1	1	12	8
CE10_chr7_984083	CE10_chr7	984083	2	10.3326681	0.002611708262170609	17	1	9	1	11	3	10	0	11	3	7	9	4	12	8	0	16	2	13	5	4	16	20	0	20	0	20	0	20	0	14	0	18	0	10	0	8	0	2	0	10	0	6	2	12	0	17	3	16	4	5	3	0	4	0	2	7	1	3	1	0	2	13	1	12	8	1	13	1	15	11	7	18	2	0	4	8	10	7	3	0	4	12	8	5	1	4	0	7	1	15	1	0	10	14	0	9	11	0	6	0	2	0	4	1	5	0	2	1	17
CE10_chr8_12390215	CE10_chr8	12390215	2	35.47177757	7.883352353799111e-6	4	10	2	8	9	3	8	2	8	2	15	5	11	3	4	2	17	1	9	9	10	10	6	14	1	21	0	20	0	20	0	14	9	9	0	10	2	6	0	4	10	0	8	0	10	2	16	4	18	2	7	1	4	0	2	0	7	1	4	0	1	1	3	1	12	8	12	8	8	8	10	6	14	6	1	1	8	10	8	2	7	1	18	0	6	2	4	0	4	2	16	0	4	6	11	1	17	1	0	4	0	2	2	2	5	1	1	1	9	7
CE10_chr8_2514047	CE10_chr8	2514047	2	37.85454968	4.637266090457004e-6	16	2	5	3	9	3	3	5	12	2	6	10	15	1	3	5	0	12	0	14	2	10	15	5	12	4	10	8	15	5	12	0	13	5	8	2	6	0	4	0	3	7	4	2	1	11	8	10	3	13	3	5	2	0	0	0	5	3	4	0	0	2	0	14	4	10	1	15	9	5	7	11	9	11	0	4	10	8	6	2	1	7	20	0	10	0	4	0	1	5	6	8	0	2	0	0	1	13	0	6	0	0	0	0	0	4	0	2	2	12
CE10_chr8_4031576	CE10_chr8	4031576	2	37.52831416	5.100992699569318e-6	14	4	10	0	9	5	5	5	10	4	13	7	9	7	8	0	13	3	9	11	6	14	20	0	21	1	19	1	19	1	14	0	16	0	10	0	8	0	4	0	7	3	7	1	8	4	11	9	8	12	0	8	4	0	0	2	4	4	2	2	2	0	10	2	9	11	9	9	6	10	8	8	6	14	2	2	10	10	7	3	8	0	19	1	8	2	4	0	7	1	12	4	1	9	6	8	5	15	1	5	2	0	2	2	1	5	2	0	6	12
CE10_chr8_43930850	CE10_chr8	43930850	2	33.11610483	1.4375524880594348e-5	18	0	9	1	10	4	10	0	9	3	20	0	16	0	8	0	16	0	20	0	20	0	20	0	22	0	20	0	20	0	14	0	17	1	10	0	4	4	4	0	1	7	4	4	9	1	19	1	16	4	8	0	4	0	2	0	6	0	4	0	2	0	14	0	20	0	20	0	14	0	14	0	20	0	4	0	20	0	9	1	8	0	20	0	10	0	4	0	8	0	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	18	0
